DataZone,SubHSCP,SubHSCPName,CA,HSCP,HB,Country
S01006537,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006538,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006539,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006540,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006541,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006542,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006543,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006544,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006545,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006546,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006547,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006548,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006549,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006550,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006551,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006552,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006553,PN0000002,Aberdeen North,S12000033,S37000001,S08000020,S92000003
S01006554,PN0000002,Aberdeen North,S12000033,S37000001,S08000020,S92000003
S01006555,PN0000002,Aberdeen North,S12000033,S37000001,S08000020,S92000003
S01006556,PN0000002,Aberdeen North,S12000033,S37000001,S08000020,S92000003
S01006557,PN0000002,Aberdeen North,S12000033,S37000001,S08000020,S92000003
S01006558,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006559,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006560,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006561,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006562,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006563,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006564,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006565,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006566,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006567,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006568,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006569,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006570,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006571,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006572,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006573,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006574,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006575,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006576,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006577,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006578,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006579,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006580,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006581,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006582,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006583,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006584,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006585,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006586,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006587,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006588,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006589,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006590,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006591,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006592,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006593,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006594,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006595,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006596,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006597,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006598,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006599,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006600,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006601,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006602,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006603,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006604,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006605,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006606,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006607,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006608,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006609,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006610,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006611,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006612,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006613,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006614,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006615,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006616,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006617,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006618,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006619,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006620,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006621,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006622,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006623,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006624,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006625,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006626,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006627,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006628,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006629,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006630,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006631,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006632,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006633,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006634,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006635,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006636,PN0000003,Aberdeen South,S12000033,S37000001,S08000020,S92000003
S01006637,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006638,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006639,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006640,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006641,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006642,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006643,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006644,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006645,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006646,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006647,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006648,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006649,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006650,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006651,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006652,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006653,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006654,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006655,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006656,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006657,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006658,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006659,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006660,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006661,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006662,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006663,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006664,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006665,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006666,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006667,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006668,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006669,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006670,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006671,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006672,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006673,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006674,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006675,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006676,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006677,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006678,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006679,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006680,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006681,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006682,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006683,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006684,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006685,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006686,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006687,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006688,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006689,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006690,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006691,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006692,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006693,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006694,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006695,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006696,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006697,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006698,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006699,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
S01006700,PN0000001,Aberdeen Central,S12000033,S37000001,S08000020,S92000003
